City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,copiapo,-27.3667,-70.3333,285.98,53,0,0.97,CL,1692322630
365,yumaguzino,52.9041,56.3933,291.03,70,2,1.63,RU,1692322630
366,caister-on-sea,52.6481,1.7265,291.16,94,99,6.51,GB,1692322630
367,salinopolis,-0.6136,-47.3561,299.52,84,38,4.53,BR,1692322630
368,conceicao do araguaia,-8.2578,-49.2647,298.85,40,8,1.32,BR,1692322631
369,tottori,35.5,134.2333,303.19,70,75,4.12,JP,1692322631
370,beni mester,34.8704,-1.4232,295.76,41,0,1.54,DZ,1692322631
371,lazaro cardenas,17.9583,-102.2,300.52,73,100,0.64,MX,1692322631
372,pocora,10.1718,-83.6044,302.39,97,89,1.02,CR,1692322632
373,maues,-3.3836,-57.7186,299.33,50,100,0.7,BR,1692322632
374,kikwit,-5.041,18.8162,300.21,41,51,1.4,CD,1692322632
375,pangkalanbuun,-2.6833,111.6167,302.95,57,90,2.67,ID,1692322632
376,erdenet,49.0333,104.0833,286.38,63,0,2.35,MN,1692322632
377,wayne,42.2506,-83.2833,292.55,85,0,1.54,US,1692322633
378,danilov,58.1908,40.1717,289.8,92,66,2.13,RU,1692322633
379,tosontsengel,48.7567,98.2839,283.66,58,3,2.03,MN,1692322488
380,nacaome,13.5361,-87.4875,300.7,71,44,0.59,HN,1692322633
381,sassandra,4.95,-6.0833,296.44,95,100,2.89,CI,1692322634
382,guercif,34.2257,-3.3536,301.43,33,8,2.42,MA,1692322634
383,caala,-12.8525,15.5606,289.89,32,0,1.1,AO,1692322634
384,suntar,62.1444,117.6319,295.35,57,100,6.33,RU,1692322635
385,novobelokatay,55.7062,58.9549,292.84,71,51,0.98,RU,1692322635
386,sola,-13.8833,167.55,298.07,86,87,8.23,VU,1692322635
387,ketchikan,55.3422,-131.6461,286.41,88,100,3.09,US,1692322399
388,paita,-5.0892,-81.1144,294.02,79,0,7.19,PE,1692322635
389,swift current,50.2834,-107.8014,305.6,23,0,5.66,CA,1692322636
390,westport,41.1415,-73.3579,296.11,91,100,5.66,US,1692322636
391,eyl,7.9803,49.8164,297.75,78,10,7.49,SO,1692322636
392,emerald,-23.5333,148.1667,301.12,26,8,7.22,AU,1692322458
393,anna,51.4842,40.4299,291.34,84,0,3.68,RU,1692322637
394,bayanhongor,46.7167,100.1167,283.63,39,0,0.9,MN,1692322637
395,ternate,0.8,127.4,301.08,72,96,5.0,ID,1692322637
396,tuyen quang,21.8233,105.2181,302.24,85,100,0.95,VN,1692322637
397,pangody,65.85,74.4859,284.3,64,16,1.88,RU,1692322638
398,meadow lake,34.8014,-106.5436,301.52,39,100,2.2,US,1692322638
399,saudarkrokur,65.7461,-19.6394,285.21,76,100,0.31,IS,1692322501
400,lerwick,60.1545,-1.1494,285.15,91,3,3.69,GB,1692322638
401,la passe,45.5549,-0.8967,296.28,85,100,1.78,FR,1692322494
402,saint-louis,16.3333,-15.0,301.12,74,100,5.9,SN,1692322639
403,sur,22.5667,59.5289,300.32,71,0,4.32,OM,1692322639
404,lavaur,43.6985,1.8186,298.64,62,95,0.5,FR,1692322639
405,tura,25.5198,90.2201,299.03,93,100,1.66,IN,1692322639
406,khorixas,-20.3667,14.9667,288.56,40,4,1.42,NA,1692322640
407,mount isa,-20.7333,139.5,297.02,27,10,9.26,AU,1692322246
408,egilsstadir,65.2653,-14.3948,285.1,76,75,5.66,IS,1692322492
409,chapada dos guimaraes,-15.4606,-55.7497,296.96,33,0,2.54,BR,1692322641
410,port hedland,-20.3167,118.5667,297.18,25,40,9.77,AU,1692322641
411,labrador city,52.9463,-66.9114,290.1,82,40,4.63,CA,1692322641
412,eilat,29.5581,34.9482,304.06,55,4,5.66,IL,1692322642
413,kerikeri,-35.2268,173.9474,288.59,49,20,1.81,NZ,1692322642
414,fortaleza,-3.7227,-38.5247,300.22,78,40,5.66,BR,1692322401
415,sete lagoas,-19.4658,-44.2467,292.75,65,46,2.83,BR,1692322642
416,bintulu,3.1667,113.0333,299.38,88,40,2.24,MY,1692322618
417,saint-pierre,-21.3393,55.4781,293.47,88,75,1.54,RE,1692322643
418,isangel,-19.55,169.2667,296.65,57,3,5.13,VU,1692322643
419,cill airne,52.05,-9.5167,287.47,91,100,4.83,IE,1692322643
420,kyren,51.6828,102.1408,289.6,55,33,0.31,RU,1692322644
421,skowhegan,44.7651,-69.7192,292.25,97,100,2.09,US,1692322644
422,jaora,23.6333,75.1333,296.17,91,87,5.8,IN,1692322644
423,komoro,36.3167,138.4333,305.22,49,31,0.89,JP,1692322644
424,champerico,14.3,-91.9167,301.64,79,24,3.04,GT,1692322645
425,weno,7.4515,151.8468,304.12,74,75,2.57,FM,1692322645
426,banda aceh,5.5577,95.3222,301.69,71,25,3.17,ID,1692322645
427,atar,20.5169,-13.0499,303.85,49,100,5.17,MR,1692322645
428,guilin,25.2819,110.2864,303.21,75,90,1.49,CN,1692322646
429,siwa oasis,29.2041,25.5195,299.25,57,0,1.58,EG,1692322500
430,ibarreta,-25.2144,-59.8585,300.88,30,71,3.13,AR,1692322646
431,moab,38.5733,-109.5498,304.18,40,94,2.64,US,1692322398
432,mananjary,-21.2167,48.3333,292.07,84,100,1.01,MG,1692322646
433,coracora,-15.0333,-73.7833,283.94,37,0,1.43,PE,1692322647
434,enoch,37.7733,-113.0244,297.29,69,0,4.63,US,1692322647
435,flying fish cove,-10.4217,105.6791,297.97,73,40,5.14,CX,1692322647
436,tayoltita,24.0833,-105.9333,295.89,94,100,0.17,MX,1692322647
437,isla mujeres,21.2311,-86.731,303.24,84,9,3.32,MX,1692322648
438,fisterra,42.9049,-9.2629,294.68,96,100,9.81,ES,1692322495
439,verkhnevilyuysk,63.4453,120.3167,295.07,53,100,6.17,RU,1692322648
440,luderitz,-26.6481,15.1594,286.44,62,100,4.38,NA,1692322493
441,piripiri,-4.2733,-41.7769,297.14,48,87,1.4,BR,1692322648
442,i-n-salah,27.1935,2.4607,305.38,17,11,4.3,DZ,1692322649
443,barahan,13.0121,120.762,301.63,72,52,2.53,PH,1692322649
444,bouarfa,32.53,-1.95,299.92,26,56,1.93,MA,1692322649
445,nova vicosa,-17.8919,-39.3719,294.73,86,24,2.93,BR,1692322649
446,al jawf,29.5,38.75,302.95,16,0,1.95,SA,1692322650
447,gokwe,-18.2048,28.9349,285.64,57,52,1.56,ZW,1692322650
448,howard springs,-12.497,131.047,303.05,37,10,1.01,AU,1692322650
449,maine soroa,13.2114,12.0241,302.82,50,99,3.93,NE,1692322650
450,calama,-22.4667,-68.9333,285.42,16,0,2.57,CL,1692322487
451,aksu,41.1231,80.2644,297.57,40,12,1.69,CN,1692322652
452,taksimo,56.3444,114.8794,284.7,89,100,2.44,RU,1692322652
453,weston,26.1004,-80.3998,301.16,76,100,3.13,US,1692322652
454,ghat,24.9647,10.1728,304.5,26,43,1.68,LY,1692322652
455,mirny,62.5353,113.9611,289.95,67,100,4.02,RU,1692322653
456,atherton,53.5237,-2.4935,289.2,80,72,1.79,GB,1692322574
457,nyandoma,61.669,40.1991,286.65,98,14,2.8,RU,1692322653
458,nosy varika,-20.5833,48.5333,291.55,88,78,1.22,MG,1692322653
459,tucuma,-0.1833,-50.05,298.09,92,17,3.21,BR,1692322635
460,shahin dezh,36.6793,46.5669,297.15,19,94,1.92,IR,1692322654
461,mourmelon-le-grand,49.1326,4.3642,291.51,94,11,0.0,FR,1692322654
462,saint-jean-de-monts,46.7833,-2.0667,292.75,85,100,2.18,FR,1692322654
463,at taj,24.2049,23.2857,298.88,27,5,3.36,LY,1692322654
464,tympaki,35.0729,24.7685,300.24,62,0,2.24,GR,1692322656
465,willmar,45.1219,-95.0433,293.12,56,0,0.0,US,1692322656
466,tazacorte,28.629,-17.9293,295.69,93,0,4.63,ES,1692322656
467,nyurba,63.2842,118.3319,294.37,60,100,6.24,RU,1692322657
468,khabarovsk,48.4808,135.0928,298.04,78,75,3.13,RU,1692322657
469,kargasok,59.0556,80.8572,284.67,69,60,3.43,RU,1692322657
470,horta,38.5333,-28.6333,295.94,88,74,7.15,PT,1692322504
471,mogocha,53.7333,119.7667,287.31,64,95,5.34,RU,1692322658
472,aguadilla,18.4275,-67.1541,301.84,91,0,3.09,PR,1692322658
473,isiklar,36.9942,40.1264,304.89,21,4,1.24,TR,1692322658
474,choibalsan,48.0667,114.5,292.12,36,96,6.0,MN,1692322658
475,tongouson,5.0214,120.1328,301.33,75,96,4.95,PH,1692322659
476,wenling,28.3669,121.36,301.68,75,40,3.13,CN,1692322659
477,chipata,-13.6333,32.65,288.14,57,0,2.28,ZM,1692322659
478,howrah,22.5892,88.3103,301.15,89,75,4.12,IN,1692322659
479,mankono,8.0586,-6.1897,295.14,98,100,0.43,CI,1692322660
480,guerrero negro,27.9769,-114.0611,296.03,77,11,5.75,MX,1692322660
481,manokwari,-0.8667,134.0833,299.74,80,100,1.18,ID,1692322492
482,sao joao da barra,-21.6403,-41.0511,295.05,79,2,7.89,BR,1692322511
483,rio gallegos,-51.6226,-69.2181,277.18,87,100,5.14,AR,1692322661
484,masterton,-40.9597,175.6575,284.99,59,63,2.64,NZ,1692322661
485,dolinsk,47.35,142.8,296.55,67,100,0.87,RU,1692322661
486,phan rang-thap cham,11.5667,108.9833,304.62,57,95,1.35,VN,1692322661
487,punta del este,-34.9667,-54.95,288.21,96,100,5.14,UY,1692322662
488,myitkyina,25.3833,97.4,299.62,95,100,0.62,MM,1692322662
489,commentry,46.2921,2.7416,291.3,95,97,2.19,FR,1692322662
490,tumut,-35.3,148.2167,280.01,93,100,6.15,AU,1692322662
491,gamba,-2.65,10.0,294.79,96,58,2.86,GA,1692322663
492,queenstown,-31.8976,26.8753,281.0,32,0,3.44,ZA,1692322663
493,waat,51.1454,6.4958,291.43,94,100,1.54,DE,1692322663
494,sandnessjoen,66.0217,12.6316,280.44,75,1,3.89,NO,1692322663
495,brookings,44.3114,-96.7984,294.15,56,0,1.54,US,1692322665
496,port douglas,-16.4833,145.4667,297.57,58,96,1.6,AU,1692322665
497,piton saint-leu,-21.2196,55.3151,291.71,88,75,1.54,RE,1692322665
498,kinablangan,7.6947,126.5503,300.94,71,99,1.34,PH,1692322665
499,gudur,14.1333,79.85,303.29,55,98,6.99,IN,1692322665
500,rostovka,55.3842,71.8891,288.44,55,100,2.2,RU,1692322666
501,belo sur tsiribihina,-19.7,44.55,293.97,72,88,0.89,MG,1692322666
502,monte patria,-30.6919,-70.9467,288.44,66,92,1.07,CL,1692322666
503,kasempa,-13.4584,25.8338,288.56,48,4,2.84,ZM,1692322666
504,tocopilla,-22.092,-70.1979,291.23,70,14,4.35,CL,1692322667
505,pocatello,42.8713,-112.4455,297.97,65,75,3.13,US,1692322485
506,santiago de cao,-7.9589,-79.2392,294.22,83,75,4.12,PE,1692322667
507,menongue,-14.6585,17.691,286.06,29,0,1.1,AO,1692322667
508,iquique,-20.2208,-70.1431,291.17,80,38,1.71,CL,1692322439
509,luwuk,-0.9516,122.7875,301.15,73,86,2.84,ID,1692322668
510,mil'kovo,55.6078,37.7956,293.18,72,15,1.46,RU,1692322668
511,dinguiraye,11.3,-10.7167,294.21,97,84,1.39,GN,1692322668
512,amphoe sikhiu,14.8994,101.7083,302.31,60,56,5.0,TH,1692322669
513,villa bruzual,9.3328,-69.1208,297.36,93,73,0.46,VE,1692322669
514,merizo village,13.2658,144.6691,304.81,83,46,4.32,GU,1692322669
515,robit,12.0167,39.6333,292.14,76,13,1.27,ET,1692322669
516,genhe,50.7833,121.5167,291.4,46,55,3.99,CN,1692322670
517,puerto yuca,2.9383,-73.2083,297.24,91,75,0.99,CO,1692322670
518,puerto san jose,13.9256,-90.8244,300.86,75,7,1.31,GT,1692322670
519,oelwein,42.6733,-91.9135,293.78,77,1,0.45,US,1692322670
520,khamis mushait,18.3064,42.7292,291.73,82,0,0.0,SA,1692322671
521,topolobampo,25.6,-109.05,306.1,55,20,5.66,MX,1692322671
522,lionel town,17.8101,-77.2406,304.09,84,1,2.0,JM,1692322671
523,vila franca do campo,37.7167,-25.4333,297.38,94,77,8.24,PT,1692322671
524,sao jose da coroa grande,-8.8978,-35.1478,296.61,86,54,4.27,BR,1692322672
525,rosarito,32.3333,-117.0333,304.39,64,14,4.93,MX,1692322566
526,kingston,17.997,-76.7936,303.68,82,20,5.14,JM,1692322547
527,constitucion,-35.3333,-72.4167,281.85,85,0,2.68,CL,1692322557
528,gamay,12.3854,125.2979,303.97,62,100,2.07,PH,1692322672
529,pandan,14.0453,124.1694,304.04,65,98,1.24,PH,1692322673
530,bol'shoye murashkino,55.7826,44.7754,290.85,86,3,2.47,RU,1692322673
531,karkira,36.9292,6.5856,300.53,47,0,1.27,DZ,1692322673
532,kourou,5.1552,-52.6478,299.18,91,100,3.13,GF,1692322673
533,hobyo,5.3505,48.5268,297.62,86,86,9.88,SO,1692322674
534,brokopondo,4.75,-55.1667,298.73,86,100,0.73,SR,1692322674
535,aldan,58.6031,125.3894,293.27,71,84,4.06,RU,1692322674
536,torbat-e heydariyeh,35.274,59.2195,293.04,23,0,4.02,IR,1692322674
537,the bottom,17.6259,-63.2492,300.22,84,96,10.74,BQ,1692322675
538,piacabucu,-10.4056,-36.4344,296.19,87,9,4.75,BR,1692322675
539,penzance,50.1186,-5.5371,290.53,85,100,3.15,GB,1692322487
540,nantucket,41.2835,-70.0995,295.18,100,100,3.09,US,1692322675
541,amarante,-6.2411,-42.8547,297.53,48,92,2.33,BR,1692322675
542,hollister,36.8525,-121.4016,299.11,66,0,5.66,US,1692322578
543,crane,31.3974,-102.3501,307.26,17,2,4.96,US,1692322676
544,belomorsk,64.5232,34.7668,283.78,78,97,3.55,RU,1692322676
545,fort mcmurray,56.7268,-111.381,297.92,53,20,3.6,CA,1692322676
546,cumberland,35.0502,-78.8664,302.37,77,20,4.12,US,1692322677
547,dolores,-36.3132,-57.6792,286.69,98,100,5.01,AR,1692322677
548,zorritos,-3.6805,-80.6782,297.31,73,42,4.4,PE,1692322677
549,togur,58.3631,82.8265,284.98,69,3,3.1,RU,1692322677
550,levis,46.8033,-71.1779,295.07,75,75,4.63,CA,1692322678
551,pierre,44.3683,-100.351,297.51,50,0,5.14,US,1692322602
552,ponta delgada,37.7333,-25.6667,297.55,94,75,8.75,PT,1692322678
553,taoyuan city,24.9937,121.297,303.16,82,75,3.09,TW,1692322678
554,novodvinsk,64.4165,40.8122,283.9,91,100,4.76,RU,1692322678
555,sanchez,19.2281,-69.6137,298.64,92,5,2.01,DO,1692322679
556,arkhangel'sk,64.5401,40.5433,283.87,88,100,4.86,RU,1692322679
557,tomatlan,19.9333,-105.25,299.22,76,100,2.11,MX,1692322680
558,hami,42.8,93.45,299.91,16,0,5.82,CN,1692322680
559,kamiiso,41.8167,140.65,299.36,78,40,3.09,JP,1692322680
560,nizhneudinsk,54.9076,99.0276,287.28,72,91,4.79,RU,1692322680
561,bari,41.1177,16.8512,296.97,66,0,3.6,IT,1692322680
562,yarkovo,57.4028,67.0786,290.92,72,86,2.49,RU,1692322681
563,ivdel',60.6911,60.4206,293.48,70,40,1.65,RU,1692322681
564,narasannapeta,18.4167,84.05,297.61,96,100,1.86,IN,1692322681
565,kasane,-17.8167,25.15,288.0,54,35,2.47,BW,1692322681
566,fonte boa,-2.4959,-66.2662,298.03,83,19,1.56,BR,1692322682
567,makurazaki,31.2667,130.3167,300.6,83,35,6.56,JP,1692322682
568,houghton,47.1219,-88.569,290.86,73,75,3.09,US,1692322682
569,traverse city,44.7631,-85.6206,291.26,78,75,3.09,US,1692322656
570,bafoulabe,13.8065,-10.8321,297.16,94,100,0.89,ML,1692322683
571,kimbe,-5.5502,150.1429,298.34,89,99,2.76,PG,1692322683
572,mersa matruh,31.3525,27.2453,298.26,83,40,1.54,EG,1692322683
573,birjand,32.8663,59.2211,286.41,19,0,3.09,IR,1692322683
574,puerto madryn,-42.7692,-65.0385,280.55,89,100,3.85,AR,1692322684
575,inirida,3.8653,-67.9239,298.06,91,100,0.9,CO,1692322684
